model;features;literals;attributes;features with attributes;variables;variables for aggregations;configuring constraints;creation;hasSolution;countSolutions
sandwich_attr;19;517;2;27;154;135;0;6;25;-1
sandwich_attr;19;517;2;27;154;135;0;6;22;-1
sandwich_attr;19;517;2;27;154;135;0;8;23;-1
sandwich_attr;19;517;2;27;154;135;0;8;23;-1
sandwich_attr;19;517;2;27;154;135;0;9;24;-1
sandwich_attr;19;517;2;27;154;135;0;8;22;-1
sandwich_attr;19;517;2;27;154;135;0;4;24;-1
sandwich_attr;19;517;2;27;154;135;0;6;25;-1
sandwich_attr;19;517;2;27;154;135;0;3;24;-1
sandwich_attr;19;517;2;27;154;135;0;4;24;-1
sandwich_attr;19;517;2;27;154;135;0;6;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;23;-1
sandwich_attr;19;517;2;27;154;135;0;6;21;-1
sandwich_attr;19;517;2;27;154;135;0;5;22;-1
sandwich_attr;19;517;2;27;154;135;0;5;23;-1
sandwich_attr;19;517;2;27;154;135;0;5;21;-1
sandwich_attr;19;517;2;27;154;135;0;5;24;-1
sandwich_attr;19;517;2;27;154;135;0;5;20;-1
sandwich_attr;19;517;2;27;154;135;0;6;21;-1
sandwich_attr;19;517;2;27;154;135;0;6;22;-1
sandwich_attr;19;517;2;27;154;135;0;6;23;-1
sandwich_attr;19;517;2;27;154;135;0;8;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;23;-1
sandwich_attr;19;517;2;27;154;135;0;5;23;-1
sandwich_attr;19;517;2;27;154;135;0;4;22;-1
sandwich_attr;19;517;2;27;154;135;0;5;24;-1
sandwich_attr;19;517;2;27;154;135;0;4;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;22;-1
sandwich_attr;19;517;2;27;154;135;0;5;24;-1
sandwich_attr;19;517;2;27;154;135;0;5;23;-1
sandwich_attr;19;517;2;27;154;135;0;4;22;-1
sandwich_attr;19;517;2;27;154;135;0;4;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;21;-1
sandwich_attr;19;517;2;27;154;135;0;7;22;-1
sandwich_attr;19;517;2;27;154;135;0;9;24;-1
sandwich_attr;19;517;2;27;154;135;0;5;22;-1
sandwich_attr;19;517;2;27;154;135;0;5;21;-1
sandwich_attr;19;517;2;27;154;135;0;3;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;24;-1
sandwich_attr;19;517;2;27;154;135;0;6;22;-1
sandwich_attr;19;517;2;27;154;135;0;4;24;-1
sandwich_attr;19;517;2;27;154;135;0;3;23;-1
sandwich_attr;19;517;2;27;154;135;0;4;22;-1
sandwich_attr;19;517;2;27;154;135;0;5;22;-1
sandwich_attr;19;517;2;27;154;135;0;5;21;-1
sandwich_attr;19;517;2;27;154;135;0;6;22;-1
sandwich_attr;19;517;2;27;154;135;0;4;24;-1
sandwich_attr;19;517;2;27;154;135;0;4;22;-1
sandwich_attr;19;517;2;27;154;135;0;3;22;-1
sandwich_attr;19;517;2;27;154;135;0;6;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;24;-1
sandwich_attr;19;517;2;27;154;135;0;4;23;-1
sandwich_attr;19;517;2;27;154;135;0;4;22;-1
sandwich_attr;19;517;2;27;154;135;0;5;23;-1
sandwich_attr;19;517;2;27;154;135;0;5;23;-1
sandwich_attr;19;517;2;27;154;135;0;5;22;-1
sandwich_attr;19;517;2;27;154;135;0;4;22;-1
sandwich_attr;19;517;2;27;154;135;0;5;20;-1
sandwich_attr;19;517;2;27;154;135;0;6;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;24;-1
sandwich_attr;19;517;2;27;154;135;0;4;23;-1
sandwich_attr;19;517;2;27;154;135;0;4;23;-1
sandwich_attr;19;517;2;27;154;135;0;4;20;-1
sandwich_attr;19;517;2;27;154;135;0;4;23;-1
sandwich_attr;19;517;2;27;154;135;0;6;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;25;-1
sandwich_attr;19;517;2;27;154;135;0;6;23;-1
sandwich_attr;19;517;2;27;154;135;0;5;21;-1
sandwich_attr;19;517;2;27;154;135;0;5;22;-1
sandwich_attr;19;517;2;27;154;135;0;3;22;-1
sandwich_attr;19;517;2;27;154;135;0;4;22;-1
sandwich_attr;19;517;2;27;154;135;0;4;21;-1
sandwich_attr;19;517;2;27;154;135;0;5;21;-1
sandwich_attr;19;517;2;27;154;135;0;5;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;23;-1
sandwich_attr;19;517;2;27;154;135;0;5;22;-1
sandwich_attr;19;517;2;27;154;135;0;6;22;-1
sandwich_attr;19;517;2;27;154;135;0;4;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;22;-1
sandwich_attr;19;517;2;27;154;135;0;5;23;-1
sandwich_attr;19;517;2;27;154;135;0;5;22;-1
sandwich_attr;19;517;2;27;154;135;0;4;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;23;-1
sandwich_attr;19;517;2;27;154;135;0;4;23;-1
sandwich_attr;19;517;2;27;154;135;0;5;21;-1
sandwich_attr;19;517;2;27;154;135;0;5;21;-1
sandwich_attr;19;517;2;27;154;135;0;5;21;-1
sandwich_attr;19;517;2;27;154;135;0;6;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;21;-1
sandwich_attr;19;517;2;27;154;135;0;4;24;-1
sandwich_attr;19;517;2;27;154;135;0;6;20;-1
sandwich_attr;19;517;2;27;154;135;0;4;21;-1
sandwich_attr;19;517;2;27;154;135;0;5;22;-1
sandwich_attr;19;517;2;27;154;135;0;5;20;-1
sandwich_attr;19;517;2;27;154;135;0;5;21;-1
sandwich_attr;19;517;2;27;154;135;0;5;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;55;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;7;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;26;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;25;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;25;-1
sandwich_count_attr;19;594;2;27;174;155;0;7;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;25;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;25;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;25;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;27;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;27;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;25;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;26;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;25;-1
sandwich_count_attr;19;594;2;27;174;155;0;6;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;21;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;4;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;24;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;23;-1
sandwich_count_attr;19;594;2;27;174;155;0;3;22;-1
sandwich_count_attr;19;594;2;27;174;155;0;5;21;-1
webserver;17;50;0;0;17;0;0;113;13;-1
webserver;17;50;0;0;17;0;0;2;16;-1
webserver;17;50;0;0;17;0;0;2;15;-1
webserver;17;50;0;0;17;0;0;4;13;-1
webserver;17;50;0;0;17;0;0;6;15;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;4;14;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;5;14;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;17;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;4;16;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;5;15;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;4;15;-1
webserver;17;50;0;0;17;0;0;4;16;-1
webserver;17;50;0;0;17;0;0;4;15;-1
webserver;17;50;0;0;17;0;0;4;17;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;6;15;-1
webserver;17;50;0;0;17;0;0;4;14;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;3;17;-1
webserver;17;50;0;0;17;0;0;6;16;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;7;18;-1
webserver;17;50;0;0;17;0;0;4;16;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;4;16;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;4;15;-1
webserver;17;50;0;0;17;0;0;4;14;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;2;15;-1
webserver;17;50;0;0;17;0;0;4;15;-1
webserver;17;50;0;0;17;0;0;5;14;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;4;13;-1
webserver;17;50;0;0;17;0;0;4;15;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;3;17;-1
webserver;17;50;0;0;17;0;0;2;14;-1
webserver;17;50;0;0;17;0;0;4;16;-1
webserver;17;50;0;0;17;0;0;4;15;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;5;15;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;3;15;-1
webserver;17;50;0;0;17;0;0;2;16;-1
webserver;17;50;0;0;17;0;0;5;15;-1
webserver;17;50;0;0;17;0;0;4;16;-1
webserver;17;50;0;0;17;0;0;3;16;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;4;15;-1
webserver;17;50;0;0;17;0;0;2;14;-1
webserver;17;50;0;0;17;0;0;4;16;-1
webserver;17;50;0;0;17;0;0;5;14;-1
webserver;17;50;0;0;17;0;0;4;13;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;4;13;-1
webserver;17;50;0;0;17;0;0;2;15;-1
webserver;17;50;0;0;17;0;0;2;14;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;3;14;-1
webserver;17;50;0;0;17;0;0;2;15;-1
webserver;17;50;0;0;17;0;0;2;14;-1
webserver;17;50;0;0;17;0;0;3;13;-1
webserver;17;50;0;0;17;0;0;3;13;-1
webserver_attr;17;271;2;13;82;65;0;3;86;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;16;-1
webserver_attr;17;271;2;13;82;65;0;3;16;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;4;19;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;4;16;-1
webserver_attr;17;271;2;13;82;65;0;3;16;-1
webserver_attr;17;271;2;13;82;65;0;2;16;-1
webserver_attr;17;271;2;13;82;65;0;3;16;-1
webserver_attr;17;271;2;13;82;65;0;4;17;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;16;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;3;16;-1
webserver_attr;17;271;2;13;82;65;0;3;16;-1
webserver_attr;17;271;2;13;82;65;0;4;17;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;16;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;3;20;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;4;18;-1
webserver_attr;17;271;2;13;82;65;0;2;17;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;5;19;-1
webserver_attr;17;271;2;13;82;65;0;4;18;-1
webserver_attr;17;271;2;13;82;65;0;4;18;-1
webserver_attr;17;271;2;13;82;65;0;4;19;-1
webserver_attr;17;271;2;13;82;65;0;2;20;-1
webserver_attr;17;271;2;13;82;65;0;4;20;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;4;18;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;5;21;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;4;18;-1
webserver_attr;17;271;2;13;82;65;0;5;23;-1
webserver_attr;17;271;2;13;82;65;0;4;19;-1
webserver_attr;17;271;2;13;82;65;0;4;19;-1
webserver_attr;17;271;2;13;82;65;0;5;20;-1
webserver_attr;17;271;2;13;82;65;0;3;23;-1
webserver_attr;17;271;2;13;82;65;0;4;18;-1
webserver_attr;17;271;2;13;82;65;0;2;17;-1
webserver_attr;17;271;2;13;82;65;0;2;18;-1
webserver_attr;17;271;2;13;82;65;0;4;18;-1
webserver_attr;17;271;2;13;82;65;0;4;17;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;2;20;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;5;18;-1
webserver_attr;17;271;2;13;82;65;0;4;18;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;4;18;-1
webserver_attr;17;271;2;13;82;65;0;5;18;-1
webserver_attr;17;271;2;13;82;65;0;3;20;-1
webserver_attr;17;271;2;13;82;65;0;4;17;-1
webserver_attr;17;271;2;13;82;65;0;2;17;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;4;18;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;4;20;-1
webserver_attr;17;271;2;13;82;65;0;4;18;-1
webserver_attr;17;271;2;13;82;65;0;3;18;-1
webserver_attr;17;271;2;13;82;65;0;4;19;-1
webserver_attr;17;271;2;13;82;65;0;4;19;-1
webserver_attr;17;271;2;13;82;65;0;4;18;-1
webserver_attr;17;271;2;13;82;65;0;4;19;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;3;17;-1
webserver_attr;17;271;2;13;82;65;0;4;19;-1
webserver_attr;17;271;2;13;82;65;0;2;17;-1
webserver_attr;17;271;2;13;82;65;0;3;20;-1
webserver_attr;17;271;2;13;82;65;0;6;19;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;4;20;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;3;19;-1
webserver_attr;17;271;2;13;82;65;0;5;19;-1
